species,value,trait
lethenteron kessleri,6188.541224912044,max fecundity
lepidogalaxias salamandroides,291.2254694076256,max fecundity
lepidogalaxias salamandroides,166,max fecundity
lepidogobius lepidus,800,max fecundity
lepidomeda mollispinis,450,max fecundity
lepidomeda vittata,5000,max fecundity
lepidonotothen squamifrons,161010,max fecundity
lepidonotothen squamifrons,284610,max fecundity
lepidonotothen squamifrons,180000,max fecundity
lepidonotothen squamifrons,780000,max fecundity
lepidopsetta bilineata,130000,max fecundity
lepidorhombus boscii,180000,max fecundity
lepidorhombus whiffiagonis,640523,max fecundity
lepidorhombus whiffiagonis,640523,max fecundity
lepidosiren paradoxa,22,max fecundity
lepisosteus oculatus,13798,max fecundity
lepisosteus osseus,77156,max fecundity
lepisosteus osseus,36000,max fecundity
lepisosteus osseus,53016,max fecundity
lepisosteus osseus,34412,max fecundity
lepisosteus platostomus,36460,max fecundity
lepomis auritus,2912.254694076256,max fecundity
lepomis gibbosus,2923,max fecundity
lepomis gibbosus,1747.3528164457537,max fecundity
lepomis gibbosus,10633,max fecundity
lepomis microlophus,64000,max fecundity
leporinus friderici,200000,max fecundity
leptagonus decagonus,1305,max fecundity
leptagonus decagonus,1750,max fecundity
leptocharias smithii,20.38578285853379,max fecundity
leptoclinus maculatus,2793,max fecundity
leptocottus armatus,11000,max fecundity
lethenteron reissneri,6000,max fecundity
lethenteron reissneri,2942,max fecundity
lethenteron zanandreai,5824.509388152512,max fecundity
lethrinus mahsena,166200,max fecundity
leucaspius delineatus,3500,max fecundity
leucaspius delineatus,2300,max fecundity
leuciscus aspius,400000,max fecundity
leuciscus aspius,1000000,max fecundity
leuciscus aspius,100000,max fecundity
leuciscus aspius,298000,max fecundity
leuciscus idus,114000,max fecundity
leuciscus idus,291225.4694076256,max fecundity
leuciscus leuciscus,27000,max fecundity
leuciscus leuciscus,25000,max fecundity
leuciscus leuciscus,15000,max fecundity
leuciscus leuciscus,6000,max fecundity
leucoraja erinacea,35,max fecundity
leucoraja erinacea,30,max fecundity
leucoraja melitensis,56,max fecundity
leucoraja naevus,232.9803755261005,max fecundity
leucoraja naevus,262.10292246686305,max fecundity
leucoraja naevus,20.38578285853379,max fecundity
leucoraja naevus,63,max fecundity
leuresthes tenuis,18000,max fecundity
limanda aspera,3000000,max fecundity
limanda aspera,3635108,max fecundity
limanda aspera,3300000,max fecundity
limanda ferruginea,1500000,max fecundity
limanda ferruginea,737200,max fecundity
limanda ferruginea,787800,max fecundity
limanda limanda,364031.836759532,max fecundity
limanda limanda,150000,max fecundity
limanda limanda,150000,max fecundity
limanda limanda,150000,max fecundity
limanda limanda,150000,max fecundity
limanda limanda,234436.5028731386,max fecundity
limanda limanda,937000,max fecundity
limanda limanda,943500,max fecundity
limia perugiae,100,max fecundity
limnochromis auritus,300,max fecundity
limnothrissa miodon,17473.528164457537,max fecundity
lindbergichthys mizops,27229.58138961299,max fecundity
lindbergichthys nudifrons,3110,max fecundity
lindbergichthys nudifrons,6886,max fecundity
lindbergichthys nudifrons,6800,max fecundity
lindbergichthys nudifrons,6746,max fecundity
lindbergichthys nudifrons,3460,max fecundity
liopsetta glacialis,230000,max fecundity
liparis gibbus,12000,max fecundity
liparis montagui,2309.417972402471,max fecundity
liparis pulchellus,4650,max fecundity
liparis pulchellus,2870,max fecundity
lophiocharon trisignatus,1892.9655511495664,max fecundity
lophiomus setigerus,610000,max fecundity
lophius americanus,2780632,max fecundity
lophius budegassa,46320,max fecundity
lophius budegassa,398986,max fecundity
lophius litulon,1540000,max fecundity
lophius piscatorius,2912254.694076256,max fecundity
lopholatilus chamaeleonticeps,567889.66534487,max fecundity
lota lota,1362077,max fecundity
lota lota,1500000,max fecundity
lota lota,5000000,max fecundity
loxodon macrorhinus,4,max fecundity
lucania goodei,210,max fecundity
luciobarbus brachycephalus,1250000,max fecundity
luciobarbus capito,125000,max fecundity
lutjanus argentiventris,356000,max fecundity
lutjanus campechanus,27083968.65490918,max fecundity
lutjanus campechanus,59665760,max fecundity
lutjanus carponotatus,748957,max fecundity
lutjanus erythropterus,7000000,max fecundity
lutjanus gibbus,18529.16268756874,max fecundity
lutjanus guttatus,2170000,max fecundity
lutjanus malabaricus,7000000,max fecundity
lutjanus quinquelineatus,389880,max fecundity
lutjanus sebae,7000000,max fecundity
luxilus cornutus,3940,max fecundity
lycodes pacificus,52,max fecundity
lycodes raridens,9074.585626741613,max fecundity
lythrurus roseipinnis,293,max fecundity
lythrurus umbratilis,645,max fecundity
lythrypnus zebra,1000,max fecundity
maccullochella peelii,60000,max fecundity
maccullochella peelii,90000,max fecundity
maccullochella peelii,86600,max fecundity
macquaria ambigua,1456127.347038128,max fecundity
macquaria australasica,107700,max fecundity
macrhybopsis aestivalis,796,max fecundity
macrodon ancylodon,225700,max fecundity
macrognathus aral,5220,max fecundity
macrognathus pancalus,8310,max fecundity
medialuna californiensis,10000,max fecundity
megalaspis cordyla,245411.08701432086,max fecundity
megalaspis cordyla,169298.4720376998,max fecundity
megalaspis cordyla,364269.25335980486,max fecundity
melanostigma atlanticum,49.72564410943368,max fecundity
mesonauta festivus,500,max fecundity
macrourus berglax,72806.3673519064,max fecundity
macrourus berglax,43683.82041114384,max fecundity
macrourus berglax,79221,max fecundity
macrourus berglax,61844,max fecundity
macrourus berglax,56000,max fecundity
macruronus novaezelandiae,1000000,max fecundity
maculabatis gerrardi,2,max fecundity
makaira mazara,98900000,max fecundity
malacoctenus delalandii,5000,max fecundity
mallotus villosus,34580.112237461464,max fecundity
mallotus villosus,6670,max fecundity
mallotus villosus,12000,max fecundity
mallotus villosus,53200,max fecundity
mallotus villosus,20200,max fecundity
mallotus villosus,43000,max fecundity
mallotus villosus,52400,max fecundity
mallotus villosus,24800,max fecundity
mallotus villosus,18234,max fecundity
mallotus villosus,19090,max fecundity
mallotus villosus,19070,max fecundity
mallotus villosus,30042,max fecundity
mallotus villosus,11317,max fecundity
mallotus villosus,18234,max fecundity
marcusenius victoriae,16748,max fecundity
margariscus margarita,4005,max fecundity
marosatherina ladigesi,910,max fecundity
maurolicus muelleri,500,max fecundity
maurolicus muelleri,300,max fecundity
maurolicus muelleri,1930,max fecundity
maurolicus muelleri,42611.40777080029,max fecundity
maurolicus muelleri,18802.075525006563,max fecundity
maurolicus muelleri,19169.814009350746,max fecundity
maurolicus muelleri,15416.106084252568,max fecundity
mayaheros urophthalmus,6615,max fecundity
maylandia lombardoi,50,max fecundity
mazarunia mazarunii,582.4509388152512,max fecundity
megaleporinus obtusidens,2347.2772834254624,max fecundity
megalobrama mantschuricus,515469.0808514973,max fecundity
megalops atlanticus,12000000,max fecundity
melanochromis auratus,40,max fecundity
melanochromis chipokae,40,max fecundity
melanochromis melanopterus,60,max fecundity
melanogrammus aeglefinus,1841000,max fecundity
melanogrammus aeglefinus,1500000,max fecundity
melanogrammus aeglefinus,1500000,max fecundity
melanogrammus aeglefinus,1500000,max fecundity
melanogrammus aeglefinus,1500000,max fecundity
melanogrammus aeglefinus,120200,max fecundity
melanogrammus aeglefinus,960000,max fecundity
melanogrammus aeglefinus,3358000,max fecundity
melanogrammus aeglefinus,2158000,max fecundity
melanogrammus aeglefinus,685800,max fecundity
melanogrammus aeglefinus,840000,max fecundity
melanogrammus aeglefinus,2628000,max fecundity
melanogrammus aeglefinus,520500,max fecundity
melanogrammus aeglefinus,321900,max fecundity
melanogrammus aeglefinus,781700,max fecundity
melanogrammus aeglefinus,2300000,max fecundity
melanogrammus aeglefinus,278700,max fecundity
melanogrammus aeglefinus,300000,max fecundity
melanotaenia eachamensis,2126,max fecundity
melanotaenia splendida,200,max fecundity
melanotaenia splendida,1655,max fecundity
menidia beryllina,180000,max fecundity
menidia beryllina,180000,max fecundity
menidia extensa,150,max fecundity
menidia menidia,267,max fecundity
menticirrhus americanus,41134.67178178292,max fecundity
menticirrhus americanus,93649,max fecundity
merlangius merlangus,131712,max fecundity
merlangius merlangus,1000000,max fecundity
merlangius merlangus,244338.16883299788,max fecundity
merlangius merlangus,107700,max fecundity
merlangius merlangus,25900,max fecundity
merlangius merlangus,250000,max fecundity
merlangius merlangus,632900,max fecundity
merlangius merlangus,1310514.6123343152,max fecundity
merluccius albidus,990166.595985927,max fecundity
merluccius bilinearis,700000,max fecundity
merluccius hubbsi,28620,max fecundity
merluccius merluccius,7000000,max fecundity
merluccius merluccius,7000000,max fecundity
merluccius merluccius,535000,max fecundity
merluccius merluccius,400000,max fecundity
merluccius merluccius,577302,max fecundity
merluccius merluccius,681489,max fecundity
merluccius merluccius,562440,max fecundity
merluccius merluccius,535000,max fecundity
merluccius merluccius,540000,max fecundity
merluccius merluccius,981668,max fecundity
merluccius merluccius,835230,max fecundity
merluccius merluccius,965770,max fecundity
merluccius merluccius,2916000,max fecundity
merluccius merluccius,7000000,max fecundity
merluccius merluccius,7000000,max fecundity
merluccius merluccius,3756240,max fecundity
merluccius merluccius,560000,max fecundity
merluccius merluccius,854000,max fecundity
merluccius merluccius,580000,max fecundity
merluccius productus,500000,max fecundity
merluccius productus,496000,max fecundity
mesonauta acora,1000,max fecundity
metynnis hypsauchen,2000,max fecundity
micromesistius poutassou,355295.0726773032,max fecundity
micromesistius poutassou,150000,max fecundity
micromesistius poutassou,150000,max fecundity
micromesistius poutassou,150000,max fecundity
micromesistius poutassou,24400,max fecundity
moenkhausia intermedia,23298.037552610047,max fecundity
mormyrus kannume,17369,max fecundity
mormyrus rume,2182,max fecundity
mormyrus rume,31499,max fecundity
mormyrus rume,300,max fecundity
morone americana,247681,max fecundity
morone americana,250000,max fecundity
morone americana,388736,max fecundity
morone chrysops,933000,max fecundity
morone chrysops,994000,max fecundity
morone chrysops,1000000,max fecundity
morone chrysops,1049207,max fecundity
morone saxatilis,3220000,max fecundity
morone saxatilis,4500000,max fecundity
morone saxatilis,700000,max fecundity
micropogonias furnieri,5242058.449337261,max fecundity
micropterus dolomieu,14000,max fecundity
micropterus salmoides,109314,max fecundity
micropterus salmoides,25000,max fecundity
micropterus salmoides,54732,max fecundity
microstomus kitt,38296,max fecundity
microstomus kitt,672000,max fecundity
microstomus pacificus,230000,max fecundity
microstomus pacificus,266000,max fecundity
microstomus pacificus,241717.13960832925,max fecundity
microstomus pacificus,167046,max fecundity
mikrogeophagus ramirezi,200,max fecundity
misgurnus anguillicaudatus,5824.509388152512,max fecundity
misgurnus fossilis,150000,max fecundity
misgurnus fossilis,203857.8285853379,max fecundity
mobula alfredi,1,max fecundity
mobula alfredi,1,max fecundity
mobula birostris,1,max fecundity
mobula hypostoma,1,max fecundity
mobula mobular,1,max fecundity
mobula tarapacana,1,max fecundity
mobula thurstoni,1,max fecundity
mogurnda clivicola,800,max fecundity
mola mola,873676408.2228768,max fecundity
molva molva,60000000,max fecundity
molva molva,174735281.64457536,max fecundity
monopterus albus,1000,max fecundity
monotaxis grandoculis,93524.68528721975,max fecundity
mordacia mordax,13372,max fecundity
mordacia praecox,675,max fecundity
moxostoma macrolepidotum,18000,max fecundity
moxostoma valenciennesi,71920,max fecundity
moxostoma valenciennesi,51430,max fecundity
mugil cephalus,7000000,max fecundity
mugil cephalus,4800000,max fecundity
mugil cephalus,4800000,max fecundity
mugil cephalus,3000000,max fecundity
mugil cephalus,898512,max fecundity
mugil curema,1100000,max fecundity
mugil curema,346701,max fecundity
mullus barbatus,76000,max fecundity
mullus barbatus,79000,max fecundity
mullus barbatus,5708.019200389462,max fecundity
mullus barbatus,37859.31102299133,max fecundity
mullus barbatus,20473.150499356077,max fecundity
mullus barbatus,32559.007479772543,max fecundity
muraenesox bagio,269893.45007108414,max fecundity
muraenesox bagio,144932,max fecundity
muraenesox bagio,195120,max fecundity
muraenesox cinereus,3848,max fecundity
muraenoclinus dorsalis,237,max fecundity
muraenolepis microps,428140,max fecundity
mustelus antarcticus,16,max fecundity
mustelus antarcticus,31,max fecundity
mustelus antarcticus,38,max fecundity
mustelus asterias,15,max fecundity
mustelus californicus,5,max fecundity
mustelus californicus,5,max fecundity
mustelus dorsalis,11.649018776305024,max fecundity
mustelus fasciatus,17.473528164457534,max fecundity
mustelus fasciatus,14,max fecundity
mustelus fasciatus,12,max fecundity
mustelus griseus,16,max fecundity
mustelus henlei,5,max fecundity
mustelus higmani,7,max fecundity
mustelus lenticulatus,23,max fecundity
mustelus lenticulatus,24,max fecundity
mustelus manazo,22,max fecundity
mustelus manazo,13,max fecundity
mustelus mento,20.38578285853379,max fecundity
mustelus mosis,10,max fecundity
mustelus mustelus,15,max fecundity
mustelus norrisi,14,max fecundity
mustelus palumbes,8,max fecundity
mustelus schmitti,7,max fecundity
mustelus whitneyi,10,max fecundity
mycteroperca bonaci,1456127.347038128,max fecundity
mycteroperca microlepis,865295,max fecundity
mycteroperca microlepis,4270250,max fecundity
mycteroperca venenosa,4077156.5717067583,max fecundity
myctophum nitidulum,8000,max fecundity
myctophum punctatum,2329.803755261005,max fecundity
myliobatis aquila,7,max fecundity
myliobatis californica,12,max fecundity
myliobatis freminvillei,8,max fecundity
mylopharyngodon piceus,3000000,max fecundity
myoxocephalus polyacanthocephalus,10000,max fecundity
myoxocephalus polyacanthocephalus,415000,max fecundity
myoxocephalus quadricornis,18000,max fecundity
myoxocephalus quadricornis,5000,max fecundity
myoxocephalus quadricornis,9000,max fecundity
myoxocephalus scorpius,7985.4023711570935,max fecundity
myoxocephalus scorpius,16000,max fecundity
myoxocephalus scorpius,15000,max fecundity
myoxocephalus scorpius,20000,max fecundity
myoxocephalus scorpius,29000,max fecundity
mystus cavasius,63135,max fecundity
mystus gulio,23481,max fecundity
mystus tengara,5233,max fecundity
myxine glutinosa,30,max fecundity
nandopsis tetracanthus,1747.3528164457537,max fecundity
nannacara anomala,300,max fecundity
nannatherina balstoni,1600,max fecundity
nannatherina balstoni,1600,max fecundity
nannoperca australis,679,max fecundity
nannoperca oxleyana,270,max fecundity
nannoperca oxleyana,51,max fecundity
nannoperca vittata,793,max fecundity
nannostomus beckfordi,200,max fecundity
nannostomus espei,40,max fecundity
nanochromis parilus,250,max fecundity
nasolamia velox,14.56127347038128,max fecundity
nebrius ferrugineus,11.649018776305024,max fecundity
negaprion acutidens,13,max fecundity
negaprion brevirostris,17,max fecundity
nelusetta ayraud,2000000,max fecundity
nemadactylus macropterus,1000000,max fecundity
nematalosa come,142209,max fecundity
nematalosa erebi,880000,max fecundity
nemipterus japonicus,139200,max fecundity
nemipterus japonicus,58400,max fecundity
nemipterus japonicus,83476.63594612975,max fecundity
nemipterus japonicus,20179.360225805063,max fecundity
nemipterus japonicus,75874,max fecundity
nemipterus japonicus,68754,max fecundity
nemipterus mesoprion,17125,max fecundity
nemipterus randalli,30171.901871144983,max fecundity
nemipterus randalli,52158,max fecundity
nemipterus virgatus,50000,max fecundity
neochanna apoda,1200,max fecundity
neochanna burrowsius,10074,max fecundity
neochanna burrowsius,4112,max fecundity
neochanna diversus,940,max fecundity
neoclinus uninotatus,7700,max fecundity
neogobius fluviatilis,3888,max fecundity
neogobius melanostomus,5000,max fecundity
neogobius melanostomus,1818,max fecundity
neolamprologus brevis,30,max fecundity
neolamprologus brichardi,582.4509388152512,max fecundity
neolamprologus christyi,150,max fecundity
neolamprologus cylindricus,200,max fecundity
neolamprologus leleupi,150,max fecundity
neolamprologus longior,200,max fecundity
neolamprologus modestus,100,max fecundity
neolamprologus mustax,80,max fecundity
neolamprologus nigriventris,100,max fecundity
neolamprologus obscurus,50,max fecundity
neolamprologus pulcher,100,max fecundity
neolamprologus pulcher,215,max fecundity
neolamprologus tretocephalus,400,max fecundity
neolebias ansorgii,300,max fecundity
neolebias trilineatus,250,max fecundity
neopagetopsis ionah,3400,max fecundity
neopagetopsis ionah,3520,max fecundity
neosalanx taihuensis,1445.512910157956,max fecundity
neosilurus ater,29200,max fecundity
neosilurus gloveri,1197,max fecundity
neotrygon kuhlii,3,max fecundity
neotrygon kuhlii,3,max fecundity
nettastoma melanura,18755,max fecundity
netuma thalassina,88,max fecundity
nibea maculata,475043,max fecundity
nimbochromis linni,20,max fecundity
nimbochromis livingstonii,100,max fecundity
nimbochromis polystigma,20,max fecundity
nimbochromis venustus,120,max fecundity
nipponocypris temminckii,2570,max fecundity
nocomis biguttatus,995,max fecundity
notemigonus crysoleucas,200000,max fecundity
nothobranchius furzeri,873.6764082228768,max fecundity
notopterus notopterus,3000,max fecundity
notorynchus cepedianus,95,max fecundity
notothenia coriiceps,41024,max fecundity
notothenia cyanobrancha,30000,max fecundity
notothenia neglecta,14710,max fecundity
notothenia neglecta,41024,max fecundity
notothenia neglecta,48383,max fecundity
notothenia neglecta,37611.769373994844,max fecundity
notothenia neglecta,32700,max fecundity
notothenia neglecta,35000,max fecundity
notothenia neglecta,33812,max fecundity
notothenia neglecta,30000,max fecundity
notothenia rossii,99330,max fecundity
notothenia rossii,109710,max fecundity
notothenia rossii,94146,max fecundity
notothenia rossii,130000,max fecundity
nototheniops larseni,9086,max fecundity
nototheniops larseni,7127,max fecundity
nototheniops larseni,7070,max fecundity
nototheniops larseni,21000,max fecundity
nototheniops tchizh,3060,max fecundity
nototheniops tchizh,4575,max fecundity
notropis anogenus,958,max fecundity
notropis atherinoides,2990,max fecundity
notropis baileyi,256000,max fecundity
notropis blennius,3005,max fecundity
notropis buccata,4380,max fecundity
notropis harperi,126,max fecundity
notropis heterodon,1070,max fecundity
notropis hudsonius,8898,max fecundity
notropis maculatus,408,max fecundity
notropis petersoni,900,max fecundity
notropis rubellus,900,max fecundity
notropis stramineus,2600,max fecundity
notropis texanus,420,max fecundity
notropis volucellus,367,max fecundity
noturus albater,40,max fecundity
noturus baileyi,104.84116898674522,max fecundity
noturus eleutherus,70,max fecundity
noturus exilis,51,max fecundity
noturus flavater,1200,max fecundity
noturus flavipinnis,100,max fecundity
noturus flavipinnis,212,max fecundity
noturus flavus,306,max fecundity
noturus gilberti,62,max fecundity
noturus gyrinus,143,max fecundity
noturus leptacanthus,30,max fecundity
noturus miurus,90,max fecundity
noturus munitus,140,max fecundity
noturus nocturnus,154,max fecundity
noturus taylori,48,max fecundity
okamejei kenojei,150,max fecundity
oligosarcus jenynsii,61.157348575601375,max fecundity
ompok bimaculatus,68000,max fecundity
ompok pabda,40000,max fecundity
ompok pabda,41552,max fecundity
oncorhynchus clarkii,4420,max fecundity
oncorhynchus clarkii,6500,max fecundity
oncorhynchus clarkii,459,max fecundity
oncorhynchus gorbuscha,2000,max fecundity
oncorhynchus gorbuscha,1800,max fecundity
oncorhynchus gorbuscha,1200,max fecundity
oncorhynchus gorbuscha,4659.60751052201,max fecundity
oncorhynchus gorbuscha,75,max fecundity
oncorhynchus keta,3100,max fecundity
oncorhynchus kisutch,3807,max fecundity
oncorhynchus kisutch,5700,max fecundity
oncorhynchus kisutch,5700,max fecundity
oncorhynchus kisutch,6906,max fecundity
oncorhynchus masou,2000,max fecundity
oncorhynchus masou,3850,max fecundity
oncorhynchus mykiss,12749,max fecundity
oncorhynchus mykiss,3800,max fecundity
oncorhynchus mykiss,12749,max fecundity
oncorhynchus nerka,1764,max fecundity
oncorhynchus nerka,4300,max fecundity
oncorhynchus tshawytscha,8500,max fecundity
oncorhynchus tshawytscha,8500,max fecundity
oncorhynchus tshawytscha,13619,max fecundity
oncorhynchus tshawytscha,8500,max fecundity
oncorhynchus tshawytscha,8500,max fecundity
oncorhynchus tshawytscha,8500,max fecundity
oncorhynchus tshawytscha,13619,max fecundity
ophichthus rufus,23605,max fecundity
orthochromis luichensis,42,max fecundity
ophiodon elongatus,500000,max fecundity
ophthalmotilapia ventralis,60,max fecundity
opisthonema libertate,57125,max fecundity
opsariichthys pachycephalus,1221,max fecundity
orectolobus japonicus,20,max fecundity
orectolobus maculatus,107.75342368082147,max fecundity
oreochromis andersonii,730,max fecundity
oreochromis aureus,4392,max fecundity
oreochromis aureus,4300,max fecundity
oreochromis jipe,1000,max fecundity
oreochromis karomo,250,max fecundity
oreochromis leucostictus,530,max fecundity
oreochromis leucostictus,950,max fecundity
oreochromis leucostictus,1328,max fecundity
oreochromis macrochir,1500,max fecundity
oreochromis mossambicus,1236,max fecundity
oreochromis mossambicus,3169,max fecundity
oreochromis mossambicus,1775,max fecundity
oreochromis mossambicus,1754,max fecundity
oreochromis mossambicus,300,max fecundity
oreochromis niloticus,1500,max fecundity
oreochromis niloticus,408,max fecundity
oreochromis shiranus,400,max fecundity
oreochromis urolepis,500,max fecundity
oreochromis variabilis,1456.127347038128,max fecundity
oryzias latipes,40,max fecundity
oryzias matanensis,20,max fecundity
oryzias sinensis,20,max fecundity
osmerus dentex,70000,max fecundity
osmerus dentex,69600,max fecundity
osmerus eperlanus,40000,max fecundity
osmerus eperlanus,40000,max fecundity
osmerus eperlanus,50000,max fecundity
osmerus eperlanus,50000,max fecundity
osmerus mordax,89420.78038161143,max fecundity
osmerus mordax,69600,max fecundity
osmerus mordax,26800,max fecundity
osmerus mordax,69600,max fecundity
osphronemus exodon,7800,max fecundity
osteobrama cotio,6849,max fecundity
osteochilus vittatus,300000,max fecundity
osteochilus vittatus,129042,max fecundity
ostorhinchus notatus,3315,max fecundity
oxynotus bruniensis,20.38578285853379,max fecundity
oxynotus centrina,8,max fecundity
ostorhinchus rubrimacula,2710,max fecundity
ostorhinchus rueppellii,230,max fecundity
otolithes cuvieri,130122.75935176293,max fecundity
otolithes cuvieri,153059,max fecundity
otolithes ruber,156318.1829592371,max fecundity
oxyeleotris heterodon,250000,max fecundity
oxyeleotris lineolata,70000,max fecundity
oxyeleotris lineolata,70000,max fecundity
oxyeleotris marmorata,90000,max fecundity
oxyeleotris marmorata,30000,max fecundity
oxylebius pictus,112000,max fecundity
oxymonacanthus longirostris,300,max fecundity
parachromis managuensis,5000,max fecundity
parachromis managuensis,6000,max fecundity
parachromis managuensis,10496,max fecundity
pachycara brachycephalum,79,max fecundity
pachymetopon blochii,570110.2917662978,max fecundity
pagellus acarne,536000,max fecundity
pagellus acarne,536000,max fecundity
pagellus acarne,783114,max fecundity
pagellus acarne,18889,max fecundity
pagellus acarne,641957,max fecundity
pagellus bellottii,406800,max fecundity
pagellus bogaraveo,500000,max fecundity
pagellus bogaraveo,1125000,max fecundity
pagellus erythrinus,151000,max fecundity
pagellus erythrinus,362200,max fecundity
pagellus erythrinus,27150,max fecundity
pagothenia borchgrevinki,3000,max fecundity
pagothenia borchgrevinki,2750,max fecundity
pagrus auratus,436838.20411143836,max fecundity
pagrus auratus,1800000,max fecundity
pagrus pagrus,488600,max fecundity
pampus argenteus,51633.72115084218,max fecundity
pampus argenteus,15930.03317659712,max fecundity
pampus argenteus,131523,max fecundity
pampus argenteus,90460,max fecundity
pampus argenteus,221894,max fecundity
pangasius conchophilus,42000,max fecundity
pantodon buchholzi,220,max fecundity
pao cochinchinensis,500,max fecundity
paracanthobrama guichenoti,30669,max fecundity
parachaenichthys georgianus,41033.668639534444,max fecundity
parachaenichthys georgianus,10130,max fecundity
parachaenichthys georgianus,23910,max fecundity
paracheirodon axelrodi,500,max fecundity
paracheirodon innesi,130,max fecundity
parachondrostoma toxostoma,3500,max fecundity
parachondrostoma toxostoma,15000,max fecundity
paragalaxias dissimilis,500,max fecundity
paragalaxias dissimilis,179,max fecundity
paragaleus leucolomatus,5.824509388152512,max fecundity
paragaleus pectoralis,4,max fecundity
paragobiocichla irvinei,582.4509388152512,max fecundity
paralabrax clathratus,2560000,max fecundity
paralabrax maculatofasciatus,68000,max fecundity
paralabrax nebulifer,4100000,max fecundity
paralichthys californicus,500000,max fecundity
paralichthys californicus,589000,max fecundity
paralichthys californicus,81000000,max fecundity
paralichthys dentatus,2689232.218057861,max fecundity
paralichthys lethostigma,40000,max fecundity
paralichthys olivaceus,36300000,max fecundity
paralichthys woolmani,2200000,max fecundity
paramonacanthus japonicus,3800,max fecundity
parananochromis caudifasciatus,291.2254694076256,max fecundity
paranotothenia magellanica,70000,max fecundity
parapristipoma trilineatum,862140,max fecundity
paraschistura montana,1005,max fecundity
parastromateus niger,151796,max fecundity
paratilapia polleni,3500,max fecundity
pareutropius buffei,100,max fecundity
pareutropius debauwi,3480,max fecundity
paroncheilus affinis,21000,max fecundity
parophrys vetulus,1900000,max fecundity
parupeneus multifasciatus,26423,max fecundity
patagonotothen guntheri,28000,max fecundity
patagonotothen tessellata,62033,max fecundity
pellona dayi,76323.08165634007,max fecundity
pellonula leonensis,2595,max fecundity
pellonula leonensis,4075,max fecundity
pellonula vorax,1191,max fecundity
pelvicachromis pulcher,300,max fecundity
pelvicachromis subocellatus,200,max fecundity
pelvicachromis taeniatus,150,max fecundity
perca flavescens,61465,max fecundity
perca flavescens,109000,max fecundity
perca fluviatilis,300000,max fecundity
perca fluviatilis,20000,max fecundity
perca fluviatilis,11913,max fecundity
perca fluviatilis,200,max fecundity
perca fluviatilis,68858,max fecundity
perca fluviatilis,14680.675912838406,max fecundity
perca fluviatilis,22051.59254354541,max fecundity
perca fluviatilis,38028.22179524775,max fecundity
perca fluviatilis,138565.07834414826,max fecundity
perca fluviatilis,28488,max fecundity
perca fluviatilis,33500,max fecundity
perca fluviatilis,25900,max fecundity
perca fluviatilis,19944,max fecundity
perca fluviatilis,68498,max fecundity
perca fluviatilis,74124,max fecundity
perca fluviatilis,19000,max fecundity
perca fluviatilis,84240,max fecundity
perca fluviatilis,45000,max fecundity
percarina maeotica,8736.764082228769,max fecundity
perccottus glenii,17.473528164457534,max fecundity
percina aurantiaca,750,max fecundity
percina aurantiaca,750,max fecundity
percina caprodes,611,max fecundity
percina caprodes,3085,max fecundity
percina caprodes,3000,max fecundity
percina copelandi,721,max fecundity
percina copelandi,721,max fecundity
percina macrolepida,365,max fecundity
percina macrolepida,365,max fecundity
percina maculata,1758,max fecundity
percina maculata,1758,max fecundity
percina nigrofasciata,250,max fecundity
percina nigrofasciata,250,max fecundity
percina pantherina,418,max fecundity
percina pantherina,418,max fecundity
percina phoxocephala,720,max fecundity
percina phoxocephala,1000,max fecundity
percina sciera,196,max fecundity
percina sciera,196,max fecundity
percina tanasi,600,max fecundity
percina tanasi,600,max fecundity
percina vigil,398,max fecundity
percopsis omiscomaycus,1329,max fecundity
percopsis transmontana,5370,max fecundity
periophthalmus barbarus,6115.734857560137,max fecundity
periophthalmus waltoni,4114.507947473606,max fecundity
pethia gelius,100,max fecundity
petrocephalus ansorgii,1144,max fecundity
petrocephalus catostoma,1015,max fecundity
petrochromis famula,60,max fecundity
petrochromis orthognathus,30,max fecundity
petrochromis trewavasae,15,max fecundity
petroleuciscus borysthenicus,11792,max fecundity
petromyzon marinus,304000,max fecundity
petromyzon marinus,250000,max fecundity
petromyzon marinus,300000,max fecundity
petromyzon marinus,107138,max fecundity
petrotilapia tridentiger,35,max fecundity
phalacronotus bleekeri,58245.09388152512,max fecundity
phenacobius mirabilis,1640,max fecundity
pholis laeta,1600,max fecundity
phoxinus phoxinus,1000,max fecundity
phoxinus phoxinus,3000,max fecundity
phoxinus phoxinus,1000,max fecundity
phycis chesteri,3785931.102299133,max fecundity
poecilia reticulata,40,max fecundity
pimelodus maculatus,410068.75896348944,max fecundity
pimephales promelas,10164,max fecundity
planiliza abu,56400,max fecundity
planiliza haematocheilus,2366574,max fecundity
planiliza klunzingeri,185929,max fecundity
platichthys flesus,2000000,max fecundity
platichthys flesus,5824509.388152512,max fecundity
platichthys flesus,5824509.388152512,max fecundity
platichthys flesus,1164901.8776305025,max fecundity
platichthys flesus,397000,max fecundity
platichthys flesus,2604809,max fecundity
platichthys flesus,2088414,max fecundity
platichthys flesus,2920230,max fecundity
platichthys flesus,1915436,max fecundity
platichthys flesus,900000,max fecundity
platichthys flesus,2268000,max fecundity
platycephalus richardsoni,2500000,max fecundity
platycephalus richardsoni,2500000,max fecundity
platygillellus rubellulus,920.2724833280969,max fecundity
platygobio gracilis,4974,max fecundity
