spp_gp,stressor,taxon,sens_score,adcap_gen_score,adcap_spec_score
pareledone prydzensis,light_pollution,cephalopods,0,6.34,1
pareledone prydzensis,noise_pollution,cephalopods,1,6.34,0.67
pareledone prydzensis,oa,cephalopods,3.67,6.34,0.67
pareledone prydzensis,oceanographic,cephalopods,0.66,6.34,0
pareledone prydzensis,organic_pollution,cephalopods,3.66,6.34,1
pareledone prydzensis,plastic_pollution_microplastic,cephalopods,1,6.34,0.67
pareledone prydzensis,poisons_toxins,cephalopods,2.33,6.34,0.67
pareledone prydzensis,salinity,cephalopods,2.34,6.34,0.67
pareledone prydzensis,sedimentation,cephalopods,2.67,6.34,0.67
pareledone prydzensis,slr,cephalopods,0.33,6.34,1
pareledone prydzensis,storm_disturbance,cephalopods,0.33,6.34,0.67
pareledone prydzensis,uv,cephalopods,0,6.34,0
pareledone prydzensis,water_temp,cephalopods,4.34,6.34,0.33
pareledone prydzensis,wildlife_strike,cephalopods,0.67,6.34,0.67
pareledone serperastrata,air_temp,cephalopods,4.01,6.34,0.67
pareledone serperastrata,biomass_removal,cephalopods,1,6.34,0
pareledone serperastrata,bycatch,cephalopods,1,6.34,0
pareledone serperastrata,entanglement_macroplastic,cephalopods,0.33,6.34,0.67
pareledone serperastrata,eutrophication_nutrient_pollution,cephalopods,5.34,6.34,0.67
pareledone serperastrata,habitat_loss_degradation,cephalopods,2,6.34,1
pareledone serperastrata,inorganic_pollution,cephalopods,6.01,6.34,0.67
pareledone serperastrata,invasive_species,cephalopods,0,6.34,0.33
pareledone serperastrata,light_pollution,cephalopods,0,6.34,1
pareledone serperastrata,noise_pollution,cephalopods,1,6.34,0.67
pareledone serperastrata,oa,cephalopods,3.67,6.34,0.67
pareledone serperastrata,oceanographic,cephalopods,0.66,6.34,0
pareledone serperastrata,organic_pollution,cephalopods,3.66,6.34,1
pareledone serperastrata,plastic_pollution_microplastic,cephalopods,1,6.34,0.67
pareledone serperastrata,poisons_toxins,cephalopods,2.33,6.34,0.67
pareledone serperastrata,salinity,cephalopods,2.34,6.34,0.67
pareledone serperastrata,sedimentation,cephalopods,2.67,6.34,0.67
pareledone serperastrata,slr,cephalopods,0.33,6.34,1
pareledone serperastrata,storm_disturbance,cephalopods,0.33,6.34,0.67
pareledone serperastrata,uv,cephalopods,0,6.34,0
pareledone serperastrata,water_temp,cephalopods,4.34,6.34,0.33
pareledone serperastrata,wildlife_strike,cephalopods,0.67,6.34,0.67
pareledone subtilis,air_temp,cephalopods,4.01,6.34,0.67
pareledone subtilis,biomass_removal,cephalopods,1,6.34,0
pareledone subtilis,bycatch,cephalopods,1,6.34,0
pareledone subtilis,entanglement_macroplastic,cephalopods,0.33,6.34,0.67
pareledone subtilis,eutrophication_nutrient_pollution,cephalopods,5.34,6.34,0.67
pareledone subtilis,habitat_loss_degradation,cephalopods,2,6.34,1
pareledone subtilis,inorganic_pollution,cephalopods,6.01,6.34,0.67
pareledone subtilis,invasive_species,cephalopods,0,6.34,0.33
pareledone subtilis,light_pollution,cephalopods,0,6.34,1
pareledone subtilis,noise_pollution,cephalopods,1,6.34,0.67
pareledone subtilis,oa,cephalopods,3.67,6.34,0.67
pareledone subtilis,oceanographic,cephalopods,0.66,6.34,0
pareledone subtilis,organic_pollution,cephalopods,3.66,6.34,1
pareledone subtilis,plastic_pollution_microplastic,cephalopods,1,6.34,0.67
pareledone subtilis,poisons_toxins,cephalopods,2.33,6.34,0.67
pareledone subtilis,salinity,cephalopods,2.34,6.34,0.67
pareledone subtilis,sedimentation,cephalopods,2.67,6.34,0.67
pareledone subtilis,slr,cephalopods,0.33,6.34,1
pareledone subtilis,storm_disturbance,cephalopods,0.33,6.34,0.67
pareledone subtilis,uv,cephalopods,0,6.34,0
pareledone subtilis,water_temp,cephalopods,4.34,6.34,0.33
pareledone subtilis,wildlife_strike,cephalopods,0.67,6.34,0.67
pareledone turqueti,air_temp,cephalopods,4.01,6.34,0.67
pareledone turqueti,biomass_removal,cephalopods,1,6.34,0
pareledone turqueti,bycatch,cephalopods,1,6.34,0
pareledone turqueti,entanglement_macroplastic,cephalopods,0.33,6.34,0.67
pareledone turqueti,eutrophication_nutrient_pollution,cephalopods,5.34,6.34,0.67
pareledone turqueti,habitat_loss_degradation,cephalopods,2,6.34,1
pareledone turqueti,inorganic_pollution,cephalopods,6.01,6.34,0.67
pareledone turqueti,invasive_species,cephalopods,0,6.34,0.33
pareledone turqueti,light_pollution,cephalopods,0,6.34,1
pareledone turqueti,noise_pollution,cephalopods,1,6.34,0.67
pareledone turqueti,oa,cephalopods,3.67,6.34,0.67
pareledone turqueti,oceanographic,cephalopods,0.66,6.34,0
pareledone turqueti,organic_pollution,cephalopods,3.66,6.34,1
pareledone turqueti,plastic_pollution_microplastic,cephalopods,1,6.34,0.67
pareledone turqueti,poisons_toxins,cephalopods,2.33,6.34,0.67
pareledone turqueti,salinity,cephalopods,2.34,6.34,0.67
pareledone turqueti,sedimentation,cephalopods,2.67,6.34,0.67
pareledone turqueti,slr,cephalopods,0.33,6.34,1
pareledone turqueti,storm_disturbance,cephalopods,0.33,6.34,0.67
pareledone turqueti,uv,cephalopods,0,6.34,0
pareledone turqueti,water_temp,cephalopods,4.34,6.34,0.33
pareledone turqueti,wildlife_strike,cephalopods,0.67,6.34,0.67
parenchelyurus hepburni,air_temp,fish,2.67,8.34,1.34
parenchelyurus hepburni,biomass_removal,fish,1,8.34,0
parenchelyurus hepburni,bycatch,fish,0,8.34,0
parenchelyurus hepburni,entanglement_macroplastic,fish,0,8.34,0.67
parenchelyurus hepburni,eutrophication_nutrient_pollution,fish,3.67,8.34,1
parenchelyurus hepburni,habitat_loss_degradation,fish,2,8.34,1
parenchelyurus hepburni,inorganic_pollution,fish,6.34,8.34,1
parenchelyurus hepburni,invasive_species,fish,0,8.34,0.33
parenchelyurus hepburni,light_pollution,fish,0.33,8.34,1
parenchelyurus hepburni,noise_pollution,fish,0,8.34,0.67
parenchelyurus hepburni,oa,fish,3.33,8.34,1
parenchelyurus hepburni,oceanographic,fish,0.33,8.34,0
parenchelyurus hepburni,organic_pollution,fish,4,8.34,1.33
parenchelyurus hepburni,plastic_pollution_microplastic,fish,2.34,8.34,1
parenchelyurus hepburni,poisons_toxins,fish,3,8.34,1
parenchelyurus hepburni,salinity,fish,2.67,8.34,1
parenchelyurus hepburni,sedimentation,fish,2.67,8.34,1
parenchelyurus hepburni,slr,fish,0.33,8.34,1
parenchelyurus hepburni,storm_disturbance,fish,0.66,8.34,1.34
parenchelyurus hepburni,uv,fish,0.33,8.34,0.67
parenchelyurus hepburni,water_temp,fish,3.67,8.34,0.33
parenchelyurus hepburni,wildlife_strike,fish,0,8.34,0.67
parma microlepis,air_temp,fish,2.67,9.33,0.67
parma microlepis,biomass_removal,fish,1,9.33,0
parma microlepis,bycatch,fish,1,9.33,0
parma microlepis,entanglement_macroplastic,fish,0.33,9.33,1
parma microlepis,eutrophication_nutrient_pollution,fish,3,9.33,0.67
parma microlepis,habitat_loss_degradation,fish,2,9.33,0
parma microlepis,inorganic_pollution,fish,6.34,9.33,0.67
parma microlepis,invasive_species,fish,0,9.33,0
parma microlepis,light_pollution,fish,0.33,9.33,0
parma microlepis,noise_pollution,fish,0,9.33,0
parma microlepis,oa,fish,3.33,9.33,0.67
parma microlepis,oceanographic,fish,0,9.33,0
parma microlepis,organic_pollution,fish,4,9.33,0.67
parma microlepis,plastic_pollution_microplastic,fish,2,9.33,0.67
parma microlepis,poisons_toxins,fish,2.33,9.33,0.67
parma microlepis,salinity,fish,2,9.33,0.67
parma microlepis,sedimentation,fish,2.33,9.33,0.67
parma microlepis,slr,fish,0,9.33,0
parma microlepis,storm_disturbance,fish,0.33,9.33,0.67
parma microlepis,uv,fish,0.33,9.33,0.67
parma microlepis,water_temp,fish,3.67,9.33,0
parma microlepis,wildlife_strike,fish,0.67,9.33,0
parmaturus,air_temp,elasmobranchs,0,1.33,0.67
parmaturus,biomass_removal,elasmobranchs,1,1.33,0
parmaturus,bycatch,elasmobranchs,1,1.33,0
parmaturus,entanglement_macroplastic,elasmobranchs,0.33,1.33,0.67
parmaturus,eutrophication_nutrient_pollution,elasmobranchs,2,1.33,0.67
parmaturus,habitat_loss_degradation,elasmobranchs,2,1.33,1
parmaturus,inorganic_pollution,elasmobranchs,2.33,1.33,0.67
parmaturus,invasive_species,elasmobranchs,0,1.33,0.33
parmaturus,light_pollution,elasmobranchs,0,1.33,1
parmaturus,noise_pollution,elasmobranchs,0,1.33,0.67
parmaturus,oa,elasmobranchs,0.33,1.33,0.67
parmaturus,oceanographic,elasmobranchs,0.33,1.33,0
parmaturus,organic_pollution,elasmobranchs,2.33,1.33,1
parmaturus,plastic_pollution_microplastic,elasmobranchs,1,1.33,0.67
parmaturus,poisons_toxins,elasmobranchs,1.6600000000000001,1.33,0.67
parmaturus,salinity,elasmobranchs,1,1.33,0.67
parmaturus,sedimentation,elasmobranchs,1.33,1.33,0.67
parmaturus,slr,elasmobranchs,0.33,1.33,1
parmaturus,storm_disturbance,elasmobranchs,0.33,1.33,0.67
parmaturus,uv,elasmobranchs,0,1.33,0
parmaturus,water_temp,elasmobranchs,0,1.33,0.33
parmaturus,wildlife_strike,elasmobranchs,0.67,1.33,0.67
paroctopus,air_temp,cephalopods,3.68,7,0.67
paroctopus,biomass_removal,cephalopods,1,7,0
paroctopus,bycatch,cephalopods,1,7,0
paroctopus,entanglement_macroplastic,cephalopods,0.33,7,0.67
paroctopus,eutrophication_nutrient_pollution,cephalopods,5.34,7,0.67
paroctopus,habitat_loss_degradation,cephalopods,2,7,1
paroctopus,inorganic_pollution,cephalopods,6.3500000000000005,7,0.67
paroctopus,invasive_species,cephalopods,0,7,0.33
paroctopus,light_pollution,cephalopods,0,7,1
paroctopus,noise_pollution,cephalopods,1,7,0.67
paroctopus,oa,cephalopods,3.67,7,0.67
paroctopus,oceanographic,cephalopods,0.66,7,0
paroctopus,organic_pollution,cephalopods,4,7,1
paroctopus,plastic_pollution_microplastic,cephalopods,1,7,0.67
paroctopus,poisons_toxins,cephalopods,2.33,7,0.67
paroctopus,salinity,cephalopods,2.34,7,0.67
paroctopus,sedimentation,cephalopods,2.67,7,0.67
paroctopus,slr,cephalopods,0.33,7,1
paroctopus,storm_disturbance,cephalopods,0.33,7,0.67
paroctopus,uv,cephalopods,0,7,0
paroctopus,water_temp,cephalopods,4.01,7,0.33
paroctopus,wildlife_strike,cephalopods,0.67,7,0.67
parvulastra exigua,air_temp,echinoderms,2.67,6,0.67
parvulastra exigua,biomass_removal,echinoderms,1,6,0
parvulastra exigua,bycatch,echinoderms,0.33,6,0
parvulastra exigua,entanglement_macroplastic,echinoderms,0,6,0.67
parvulastra exigua,eutrophication_nutrient_pollution,echinoderms,5.67,6,0.67
parvulastra exigua,habitat_loss_degradation,echinoderms,2.33,6,1
parvulastra exigua,inorganic_pollution,echinoderms,6.3500000000000005,6,0.67
parvulastra exigua,invasive_species,echinoderms,0,6,0.33
parvulastra exigua,light_pollution,echinoderms,0.33,6,1
parvulastra exigua,noise_pollution,echinoderms,0,6,0.67
parvulastra exigua,oa,echinoderms,4,6,0.67
parvulastra exigua,oceanographic,echinoderms,0.66,6,0
parvulastra exigua,organic_pollution,echinoderms,3.67,6,1
parvulastra exigua,plastic_pollution_microplastic,echinoderms,1.34,6,0.67
parvulastra exigua,poisons_toxins,echinoderms,3.34,6,0.67
parvulastra exigua,salinity,echinoderms,2.67,6,0.67
parvulastra exigua,sedimentation,echinoderms,3.0100000000000002,6,0.67
parvulastra exigua,slr,echinoderms,0.33,6,1
parvulastra exigua,storm_disturbance,echinoderms,1.6600000000000001,6,0.67
parvulastra exigua,uv,echinoderms,0.33,6,0
parvulastra exigua,water_temp,echinoderms,4.33,6,0.33
parvulastra exigua,wildlife_strike,echinoderms,0,6,0.67
parvulastra parvivipara,air_temp,echinoderms,3.67,4.67,0.67
parvulastra parvivipara,biomass_removal,echinoderms,1,4.67,0
parvulastra parvivipara,bycatch,echinoderms,0.33,4.67,0
parvulastra parvivipara,entanglement_macroplastic,echinoderms,0,4.67,0.67
parvulastra parvivipara,eutrophication_nutrient_pollution,echinoderms,5.67,4.67,0.67
parvulastra parvivipara,habitat_loss_degradation,echinoderms,2.33,4.67,1
parvulastra parvivipara,inorganic_pollution,echinoderms,6.3500000000000005,4.67,0.67
parvulastra parvivipara,invasive_species,echinoderms,0,4.67,0.33
parvulastra parvivipara,light_pollution,echinoderms,0,4.67,1
parvulastra parvivipara,noise_pollution,echinoderms,0,4.67,0.67
parvulastra parvivipara,oa,echinoderms,3.67,4.67,0.67
parvulastra parvivipara,oceanographic,echinoderms,0.66,4.67,0
parvulastra parvivipara,organic_pollution,echinoderms,3,4.67,1
parvulastra parvivipara,plastic_pollution_microplastic,echinoderms,0.67,4.67,0.67
parvulastra parvivipara,poisons_toxins,echinoderms,2.34,4.67,0.67
parvulastra parvivipara,salinity,echinoderms,2.34,4.67,0.67
parvulastra parvivipara,sedimentation,echinoderms,3.0100000000000002,4.67,0.67
parvulastra parvivipara,slr,echinoderms,0.33,4.67,1
parvulastra parvivipara,storm_disturbance,echinoderms,1.33,4.67,0.67
parvulastra parvivipara,uv,echinoderms,0,4.67,0
parvulastra parvivipara,water_temp,echinoderms,4.33,4.67,0.33
parvulastra parvivipara,wildlife_strike,echinoderms,0,4.67,0.67
parvulastra vivipara,air_temp,echinoderms,3.67,4.33,0.67
parvulastra vivipara,biomass_removal,echinoderms,1,4.33,0
parvulastra vivipara,bycatch,echinoderms,0.33,4.33,0
parvulastra vivipara,entanglement_macroplastic,echinoderms,0,4.33,0.67
parvulastra vivipara,eutrophication_nutrient_pollution,echinoderms,5.67,4.33,0.67
parvulastra vivipara,habitat_loss_degradation,echinoderms,2.33,4.33,1
parvulastra vivipara,inorganic_pollution,echinoderms,6.3500000000000005,4.33,0.67
parvulastra vivipara,invasive_species,echinoderms,0,4.33,0.33
parvulastra vivipara,light_pollution,echinoderms,0,4.33,1
parvulastra vivipara,noise_pollution,echinoderms,0,4.33,0.67
parvulastra vivipara,oa,echinoderms,3.67,4.33,0.67
parvulastra vivipara,oceanographic,echinoderms,0.66,4.33,0
parvulastra vivipara,organic_pollution,echinoderms,3,4.33,1
parvulastra vivipara,plastic_pollution_microplastic,echinoderms,0.67,4.33,0.67
parvulastra vivipara,poisons_toxins,echinoderms,2.34,4.33,0.67
parvulastra vivipara,salinity,echinoderms,2.34,4.33,0.67
parvulastra vivipara,sedimentation,echinoderms,3.0100000000000002,4.33,0.67
parvulastra vivipara,slr,echinoderms,0.33,4.33,1
parvulastra vivipara,storm_disturbance,echinoderms,1.33,4.33,0.67
parvulastra vivipara,uv,echinoderms,0,4.33,0
parvulastra vivipara,water_temp,echinoderms,4.33,4.33,0.33
parvulastra vivipara,wildlife_strike,echinoderms,0,4.33,0.67
pastinachus,air_temp,elasmobranchs,0,1.6600000000000001,0.67
pastinachus,biomass_removal,elasmobranchs,1,1.6600000000000001,0
pastinachus,bycatch,elasmobranchs,1.165,1.6600000000000001,0
pastinachus,entanglement_macroplastic,elasmobranchs,0.665,1.6600000000000001,0.67
pastinachus,eutrophication_nutrient_pollution,elasmobranchs,2,1.6600000000000001,0.67
pastinachus,habitat_loss_degradation,elasmobranchs,2,1.6600000000000001,1
pastinachus,inorganic_pollution,elasmobranchs,2.16,1.6600000000000001,0.67
pastinachus,invasive_species,elasmobranchs,0,1.6600000000000001,0.33
pastinachus,light_pollution,elasmobranchs,0,1.6600000000000001,1
pastinachus,noise_pollution,elasmobranchs,0,1.6600000000000001,0.67
pastinachus,oa,elasmobranchs,0.33,1.6600000000000001,0.67
pastinachus,oceanographic,elasmobranchs,0.33,1.6600000000000001,0
pastinachus,organic_pollution,elasmobranchs,2.495,1.6600000000000001,1
pastinachus,plastic_pollution_microplastic,elasmobranchs,1,1.6600000000000001,0.67
pastinachus,poisons_toxins,elasmobranchs,1.6600000000000001,1.6600000000000001,0.67
pastinachus,salinity,elasmobranchs,1,1.6600000000000001,0.67
pastinachus,sedimentation,elasmobranchs,1.165,1.6600000000000001,0.67
pastinachus,slr,elasmobranchs,0.33,1.6600000000000001,1
pastinachus,storm_disturbance,elasmobranchs,0.33,1.6600000000000001,0.67
pastinachus,uv,elasmobranchs,0,1.6600000000000001,0
pastinachus,water_temp,elasmobranchs,0,1.6600000000000001,0.33
pastinachus,wildlife_strike,elasmobranchs,0.835,1.6600000000000001,0.67
pateobatis,air_temp,elasmobranchs,0,1.99,0.67
pateobatis,biomass_removal,elasmobranchs,1,1.99,0
pateobatis,bycatch,elasmobranchs,1.165,1.99,0
pateobatis,entanglement_macroplastic,elasmobranchs,0.665,1.99,0.67
pateobatis,eutrophication_nutrient_pollution,elasmobranchs,2,1.99,0.67
pateobatis,habitat_loss_degradation,elasmobranchs,2,1.99,1
pateobatis,inorganic_pollution,elasmobranchs,2.16,1.99,0.67
pateobatis,invasive_species,elasmobranchs,0,1.99,0.33
pateobatis,light_pollution,elasmobranchs,0,1.99,1
pateobatis,noise_pollution,elasmobranchs,0,1.99,0.67
pateobatis,oa,elasmobranchs,0.33,1.99,0.67
pateobatis,oceanographic,elasmobranchs,0.33,1.99,0
pateobatis,organic_pollution,elasmobranchs,2.495,1.99,1
pateobatis,plastic_pollution_microplastic,elasmobranchs,1,1.99,0.67
pateobatis,poisons_toxins,elasmobranchs,1.6600000000000001,1.99,0.67
pateobatis,salinity,elasmobranchs,1,1.99,0.67
pateobatis,sedimentation,elasmobranchs,1.165,1.99,0.67
pateobatis,slr,elasmobranchs,0.33,1.99,1
pateobatis,storm_disturbance,elasmobranchs,0.33,1.99,0.67
pateobatis,uv,elasmobranchs,0,1.99,0
pateobatis,water_temp,elasmobranchs,0,1.99,0.33
pateobatis,wildlife_strike,elasmobranchs,0.835,1.99,0.67
patiria chilensis,air_temp,echinoderms,2.67,6.67,1.34
patiria chilensis,biomass_removal,echinoderms,1,6.67,0
patiria chilensis,bycatch,echinoderms,0.33,6.67,0
patiria chilensis,entanglement_macroplastic,echinoderms,0,6.67,0.67
patiria chilensis,eutrophication_nutrient_pollution,echinoderms,5.34,6.67,1.34
patiria chilensis,habitat_loss_degradation,echinoderms,2,6.67,1
patiria chilensis,inorganic_pollution,echinoderms,6.3500000000000005,6.67,1.34
patiria chilensis,invasive_species,echinoderms,0,6.67,0.33
patiria chilensis,light_pollution,echinoderms,0.33,6.67,1
patiria chilensis,noise_pollution,echinoderms,0,6.67,0.67
patiria chilensis,oa,echinoderms,4,6.67,1.34
patiria chilensis,oceanographic,echinoderms,0.66,6.67,0
patiria chilensis,organic_pollution,echinoderms,3.67,6.67,1.67
patiria chilensis,plastic_pollution_microplastic,echinoderms,1.34,6.67,1.34
patiria chilensis,poisons_toxins,echinoderms,3.34,6.67,1.34
patiria chilensis,salinity,echinoderms,2.67,6.67,1.34
patiria chilensis,sedimentation,echinoderms,3.0100000000000002,6.67,1.34
patiria chilensis,slr,echinoderms,0.33,6.67,1
patiria chilensis,storm_disturbance,echinoderms,1.6600000000000001,6.67,1.34
patiria chilensis,uv,echinoderms,0.33,6.67,0.67
patiria chilensis,water_temp,echinoderms,4,6.67,0.33
patiria chilensis,wildlife_strike,echinoderms,0,6.67,0.67
patiria miniata,air_temp,echinoderms,3.34,6.67,1.34
patiria miniata,biomass_removal,echinoderms,1,6.67,0
patiria miniata,bycatch,echinoderms,1,6.67,0
patiria miniata,entanglement_macroplastic,echinoderms,0.33,6.67,0.67
patiria miniata,eutrophication_nutrient_pollution,echinoderms,5.34,6.67,1.34
patiria miniata,habitat_loss_degradation,echinoderms,2,6.67,1
patiria miniata,inorganic_pollution,echinoderms,6.3500000000000005,6.67,1.34
patiria miniata,invasive_species,echinoderms,0,6.67,0.33
patiria miniata,light_pollution,echinoderms,0.33,6.67,1
patiria miniata,noise_pollution,echinoderms,0,6.67,0.67
patiria miniata,oa,echinoderms,4,6.67,1.34
patiria miniata,oceanographic,echinoderms,0.66,6.67,0
patiria miniata,organic_pollution,echinoderms,3.67,6.67,1.67
patiria miniata,plastic_pollution_microplastic,echinoderms,1,6.67,1.34
patiria miniata,poisons_toxins,echinoderms,3,6.67,1.34
patiria miniata,salinity,echinoderms,2.67,6.67,1.34
patiria miniata,sedimentation,echinoderms,2.67,6.67,1.34
patiria miniata,slr,echinoderms,0.33,6.67,1
patiria miniata,storm_disturbance,echinoderms,1.6600000000000001,6.67,1.34
patiria miniata,uv,echinoderms,0.33,6.67,0.67
patiria miniata,water_temp,echinoderms,4.67,6.67,0.33
patiria miniata,wildlife_strike,echinoderms,0.67,6.67,0.67
patiria pectinifera,air_temp,echinoderms,3.67,6.67,1.34
patiria pectinifera,biomass_removal,echinoderms,1,6.67,0
patiria pectinifera,bycatch,echinoderms,0.33,6.67,0
patiria pectinifera,entanglement_macroplastic,echinoderms,0,6.67,0.67
patiria pectinifera,eutrophication_nutrient_pollution,echinoderms,5.34,6.67,1.34
patiria pectinifera,habitat_loss_degradation,echinoderms,2,6.67,1
patiria pectinifera,inorganic_pollution,echinoderms,6.3500000000000005,6.67,1.34
patiria pectinifera,invasive_species,echinoderms,0,6.67,0.33
patiria pectinifera,light_pollution,echinoderms,0.33,6.67,1
patiria pectinifera,noise_pollution,echinoderms,0,6.67,0.67
patiria pectinifera,oa,echinoderms,4,6.67,1.34
patiria pectinifera,oceanographic,echinoderms,0.66,6.67,0
patiria pectinifera,organic_pollution,echinoderms,3.67,6.67,1.67
patiria pectinifera,plastic_pollution_microplastic,echinoderms,1.34,6.67,1.34
patiria pectinifera,poisons_toxins,echinoderms,3.34,6.67,1.34
patiria pectinifera,salinity,echinoderms,2.67,6.67,1.34
patiria pectinifera,sedimentation,echinoderms,3.0100000000000002,6.67,1.34
patiria pectinifera,slr,echinoderms,0.33,6.67,1
patiria pectinifera,storm_disturbance,echinoderms,1.6600000000000001,6.67,1.34
patiria pectinifera,uv,echinoderms,0.33,6.67,0.67
patiria pectinifera,water_temp,echinoderms,5,6.67,0.33
patiria pectinifera,wildlife_strike,echinoderms,0,6.67,0.67
patiriella regularis,air_temp,echinoderms,3.34,7,1.34
patiriella regularis,biomass_removal,echinoderms,1,7,0
patiriella regularis,bycatch,echinoderms,1,7,0
patiriella regularis,entanglement_macroplastic,echinoderms,0.33,7,0.67
patiriella regularis,eutrophication_nutrient_pollution,echinoderms,5.67,7,1
patiriella regularis,habitat_loss_degradation,echinoderms,2,7,1
patiriella regularis,inorganic_pollution,echinoderms,6.3500000000000005,7,1
patiriella regularis,invasive_species,echinoderms,0,7,0.33
patiriella regularis,light_pollution,echinoderms,0.33,7,1
patiriella regularis,noise_pollution,echinoderms,0,7,0.67
patiriella regularis,oa,echinoderms,4,7,1
patiriella regularis,oceanographic,echinoderms,0.66,7,0
patiriella regularis,organic_pollution,echinoderms,3.67,7,1.33
patiriella regularis,plastic_pollution_microplastic,echinoderms,1.33,7,1
patiriella regularis,poisons_toxins,echinoderms,3,7,1
patiriella regularis,salinity,echinoderms,2.67,7,1
patiriella regularis,sedimentation,echinoderms,3,7,1
patiriella regularis,slr,echinoderms,0.33,7,1
patiriella regularis,storm_disturbance,echinoderms,1.6600000000000001,7,1.34
patiriella regularis,uv,echinoderms,0.33,7,0.67
patiriella regularis,water_temp,echinoderms,4.67,7,0.33
patiriella regularis,wildlife_strike,echinoderms,0.67,7,0.67
pecten fumatus,air_temp,molluscs,2.505,7.67,0.67
pecten fumatus,biomass_removal,molluscs,1,7.67,0
pecten fumatus,bycatch,molluscs,1,7.67,0
pecten fumatus,entanglement_macroplastic,molluscs,0.33,7.67,1
pecten fumatus,eutrophication_nutrient_pollution,molluscs,6.165,7.67,0.67
pecten fumatus,habitat_loss_degradation,molluscs,2,7.67,0
pecten fumatus,inorganic_pollution,molluscs,7.845,7.67,0.67
pecten fumatus,invasive_species,molluscs,0,7.67,0
pecten fumatus,light_pollution,molluscs,0.33,7.67,0
pecten fumatus,noise_pollution,molluscs,0,7.67,0
pecten fumatus,oa,molluscs,4.67,7.67,0.67
pecten fumatus,oceanographic,molluscs,0.33,7.67,0
pecten fumatus,organic_pollution,molluscs,5.67,7.67,0.67
pecten fumatus,plastic_pollution_microplastic,molluscs,3,7.67,0.67
pecten fumatus,poisons_toxins,molluscs,4,7.67,0.67
pecten fumatus,salinity,molluscs,2.835,7.67,0.67
pecten fumatus,sedimentation,molluscs,3.66,7.67,0.67
pecten fumatus,slr,molluscs,0.33,7.67,0
pecten fumatus,storm_disturbance,molluscs,0.66,7.67,0.67
pecten fumatus,uv,molluscs,0.33,7.67,0.67
pecten fumatus,water_temp,molluscs,3.505,7.67,0
pecten fumatus,wildlife_strike,molluscs,0.67,7.67,0
pecten maximus,air_temp,molluscs,2.505,7.67,0.67
pecten maximus,biomass_removal,molluscs,1,7.67,0
pecten maximus,bycatch,molluscs,1,7.67,0
pecten maximus,entanglement_macroplastic,molluscs,0.33,7.67,1
pecten maximus,eutrophication_nutrient_pollution,molluscs,6.165,7.67,0.67
pecten maximus,habitat_loss_degradation,molluscs,2,7.67,0
pecten maximus,inorganic_pollution,molluscs,7.845,7.67,0.67
pecten maximus,invasive_species,molluscs,0,7.67,0
pecten maximus,light_pollution,molluscs,0.33,7.67,0
pecten maximus,noise_pollution,molluscs,0,7.67,0
pecten maximus,oa,molluscs,4.67,7.67,0.67
pecten maximus,oceanographic,molluscs,0.33,7.67,0
pecten maximus,organic_pollution,molluscs,5.67,7.67,0.67
pecten maximus,plastic_pollution_microplastic,molluscs,3,7.67,0.67
pecten maximus,poisons_toxins,molluscs,4,7.67,0.67
pecten maximus,salinity,molluscs,2.835,7.67,0.67
pecten maximus,sedimentation,molluscs,3.66,7.67,0.67
pecten maximus,slr,molluscs,0.33,7.67,0
pecten maximus,storm_disturbance,molluscs,0.66,7.67,0.67
pecten maximus,uv,molluscs,0.33,7.67,0.67
pecten maximus,water_temp,molluscs,3.505,7.67,0
pecten maximus,wildlife_strike,molluscs,0.67,7.67,0
pelecanidae,air_temp,seabirds,1.67,6.210833333333333,1.34
pelecanidae,biomass_removal,seabirds,1,6.210833333333333,0
pelecanidae,bycatch,seabirds,1.505,6.210833333333333,0
pelecanidae,entanglement_macroplastic,seabirds,0.9950000000000001,6.210833333333333,1
pelecanidae,eutrophication_nutrient_pollution,seabirds,1,6.210833333333333,1.67
pelecanidae,habitat_loss_degradation,seabirds,3,6.210833333333333,2
pelecanidae,inorganic_pollution,seabirds,3.15,6.210833333333333,1.67
pelecanidae,invasive_species,seabirds,1,6.210833333333333,1.33
pelecanidae,light_pollution,seabirds,1,6.210833333333333,2
pelecanidae,noise_pollution,seabirds,2,6.210833333333333,1.67
pelecanidae,oa,seabirds,0.66,6.210833333333333,1.67
pelecanidae,oceanographic,seabirds,0,6.210833333333333,0.33
pelecanidae,organic_pollution,seabirds,3.1550000000000002,6.210833333333333,2
pelecanidae,plastic_pollution_microplastic,seabirds,0.33,6.210833333333333,1.34
pelecanidae,poisons_toxins,seabirds,0.33,6.210833333333333,1.67
pelecanidae,salinity,seabirds,0,6.210833333333333,1.67
pelecanidae,sedimentation,seabirds,1.835,6.210833333333333,1.67
pelecanidae,slr,seabirds,2.33,6.210833333333333,2
pelecanidae,storm_disturbance,seabirds,2.3200000000000003,6.210833333333333,1.67
pelecanidae,uv,seabirds,0,6.210833333333333,0
pelecanidae,water_temp,seabirds,1,6.210833333333333,1
pelecanidae,wildlife_strike,seabirds,2.505,6.210833333333333,1.67
pelecanoides,air_temp,seabirds,1.67,6.100833333333333,1.34
pelecanoides,biomass_removal,seabirds,1,6.100833333333333,0
pelecanoides,bycatch,seabirds,1.34,6.100833333333333,0
pelecanoides,entanglement_macroplastic,seabirds,0.66,6.100833333333333,1
